amfi_code,date,nav,daily_return,rolling_mean,rolling_std,rolling_sharpe
102886,2022-06-22,129.3631,-0.016348181283841745,0.00010142661830270732,0.012417060674983788,0.12966817931003757
102886,2022-06-23,131.0451,0.01300216213124128,0.0002579989277443579,0.012490502875260597,0.32789760739812585
102886,2022-06-24,132.5598,0.011558616079502482,0.0001334783016116287,0.012318274095038528,0.1720129242601678
102886,2022-06-27,133.4879,0.007001368438998901,0.00034155821886889447,0.01227378549933037,0.4417600937020938
102886,2022-06-28,131.8036,-0.012617623020513502,0.00016660091129683377,0.012345628971463159,0.2142221739404404
102886,2022-06-29,132.7337,0.0070567116527926466,0.00014244351295825686,0.012329810118231173,0.18339460586081743
102886,2022-06-30,133.0252,0.0021961265300372013,0.0001971301100123014,0.01232786090997209,0.25384318536241546
102886,2022-07-01,130.2306,-0.021008049602631695,-9.93002774670182e-05,0.012514113027785349,-0.12596522280761396
102886,2022-07-04,132.7718,0.019513079107368103,0.00030844975515982186,0.012548982582854954,0.3901900438813048
102886,2022-07-05,132.313,-0.0034555530617196295,8.48178439302923e-05,0.012432908941285712,0.1082965810366675
102886,2022-07-06,134.7705,0.01857338281196874,0.00013213408971230283,0.012495618429892622,0.1678639323315136
102886,2022-07-07,134.7523,-0.00013504439027833826,0.00013622625831811484,0.012495468286675854,0.17306472712074308
102886,2022-07-08,136.438,0.012509619501856362,0.0003841970782095706,0.01251733755810038,0.48723935996549966
102886,2022-07-11,135.1327,-0.009566982805376711,0.00016438532057748206,0.012516445101751187,0.20848859587621846
102886,2022-07-12,135.5714,0.0032464385008219576,0.0003447011469467613,0.012441598471668031,0.43981173972298687
102886,2022-07-13,135.8968,0.002400211253996032,0.0004967650371958688,0.01238134319816178,0.6369180116001402
102886,2022-07-14,135.4628,-0.003193599849297568,0.0004609069518523825,0.012387371360339796,0.5906556621269041
102886,2022-07-15,134.1513,-0.009681624770785713,0.00014197764038645182,0.01227310117641201,0.18363941898381445
102886,2022-07-18,129.4036,-0.03539063728789793,-0.00034432382411149335,0.012798989402894888,-0.4270627220932181
102886,2022-07-19,128.1868,-0.009403138707114844,-0.00037053615322985136,0.012815269940725661,-0.4589898696191791
102886,2022-07-20,129.3533,0.009100000936133723,-5.531256770366181e-05,0.012693502535905718,-0.06917395641101678
102886,2022-07-21,127.2969,-0.015897545713947747,-0.00024497798559351106,0.012802017589495288,-0.30377281801167116
102886,2022-07-22,125.5842,-0.013454373201546965,-0.0004354782495590576,0.012870177205856426,-0.5371334665944036
102886,2022-07-25,123.5292,-0.016363523436865424,-0.0006151079467138985,0.01297916728447316,-0.7523237604363481
102886,2022-07-26,123.922,0.003179814974920925,-0.0008302849202004278,0.012749373663054363,-1.0338048633133428
102886,2022-07-27,122.6867,-0.00996836719872174,-0.0009309999937363107,0.012785713260295022,-1.1559125739249372
102886,2022-07-28,124.5758,0.015397757051090366,-0.00046782052922121403,0.012610656242088203,-0.5889004131596249
102886,2022-07-29,125.7608,0.009512280876382118,-0.0003155807474763541,0.012647874546791086,-0.39608940140577703
102886,2022-08-01,126.1475,0.003074885019815232,-0.00034957812703424957,0.01263444675476469,-0.43922625463829207
102886,2022-08-02,126.6926,0.004321132008165085,-0.00036067694096063215,0.01262984819856044,-0.4533363225344827
102886,2022-08-03,125.6257,-0.00842117061296399,-0.00043825397504343075,0.012657959018062145,-0.5496199003627076
102886,2022-08-04,124.5682,-0.008417863542252824,-0.0004938303159117919,0.012682137625547272,-0.6181381614098432
102886,2022-08-05,125.7176,0.009227074004440894,-0.00013586453252292487,0.01249330220310171,-0.1726351092157823
102886,2022-08-08,127.1853,0.011674578579291994,-2.5065632112678906e-05,0.012553862760369319,-0.03169578812067495
102886,2022-08-09,128.3453,0.009120550881273282,0.00011375249584950496,0.012585461383408313,0.1434802297009756
102886,2022-08-10,127.7106,-0.0049452531569135205,1.8081847300287378e-05,0.012590887232692341,0.02279747422897471
102886,2022-08-11,127.1996,-0.0040012340400874535,-9.94436161167542e-05,0.01257834505669165,-0.12550287491657072
102886,2022-08-12,125.8739,-0.010422202585542717,-0.00038913851784182126,0.012511596715072617,-0.4937325429577297
102886,2022-08-15,127.1224,0.009918656687367244,-0.00015998432581848645,0.012509397682953543,-0.20302116081616484
102886,2022-08-16,124.2565,-0.022544413887717663,-0.00024710566865432257,0.012638461733703577,-0.3103764495659469
102886,2022-08-17,121.1029,-0.025379758805374353,-0.00046047782607335776,0.012899103475127512,-0.5666951107411201
102886,2022-08-18,118.3113,-0.02305147110432537,-0.000626645049300387,0.013093437665403931,-0.7597456083543297
102886,2022-08-19,115.3935,-0.024662056794236942,-0.0007988655777206434,0.013307161014950268,-0.9529904901176983
102886,2022-08-22,117.3624,0.01706248618856332,-0.0008107336290472334,0.01329055493166402,-0.9683566591484576
102886,2022-08-23,118.5528,0.010142941862129717,-0.0007253038588284238,0.013336409422577715,-0.8633389578607893
102886,2022-08-24,116.943,-0.01357875984371526,-0.0011492785663277433,0.013127829221958532,-1.3897371251085269
102886,2022-08-25,116.8737,-0.0005925963931145972,-0.0011629532374427395,0.013126587379486902,-1.4064059288460131
102886,2022-08-26,119.0224,0.01838480342455151,-0.0008113128358611555,0.01322235444713365,-0.9740467967693196
102886,2022-08-29,119.8179,0.006683615857183023,-0.0006375154363867918,0.013216865708408104,-0.7657067895777644
102886,2022-08-30,122.9718,0.026322444309239357,-0.0004897184692333591,0.013443740090703335,-0.5782646525230102
102886,2022-08-31,122.8866,-0.0006928417734797243,-0.0003550390287361297,0.013379449369958088,-0.4212482665543313
102886,2022-09-01,122.009,-0.0071415435043364894,-0.0005163760662185207,0.013372688119194195,-0.6129819115002367
102886,2022-09-02,120.5217,-0.012190084338040696,-0.0006119520414028511,0.01342552450708486,-0.7235797372367102
102886,2022-09-05,120.6372,0.0009583336444807244,-0.0004857483342419545,0.013385807295319982,-0.5760590738299751
102886,2022-09-06,122.0787,0.011949050541623985,-0.0005465335953289697,0.01331582282333729,-0.6515520650432008
102886,2022-09-07,122.3061,0.0018627328108835606,-0.00045528581522484226,0.013303742500943388,-0.5432635406712748
102886,2022-09-08,121.865,-0.003606524940293343,-0.00039326380693622696,0.013275552514516729,-0.4702530753389067
102886,2022-09-09,123.7951,0.015838017478357225,-0.00021429090511747818,0.013385361190946948,-0.2541405204129614
102886,2022-09-12,124.6653,0.007029357381673318,-7.625471997233143e-05,0.013395399941390246,-0.0903673020101199
102886,2022-09-13,124.5802,-0.0006826278042085798,-0.00039004317617800097,0.013067545083672371,-0.4738260651730917
102886,2022-09-14,123.5257,-0.008464426931406477,-0.000633600887615165,0.013010737031138876,-0.7730616836328945
102886,2022-09-15,123.2332,-0.0023679282934644386,-0.0005890796931974338,0.012997719536948053,-0.7194608405735441
102886,2022-09-16,124.016,0.006352184313967335,-0.00046292228966598396,0.01300950322416254,-0.5648688810176955
102886,2022-09-19,122.9461,-0.00862711263062832,-0.000300757236970945,0.012812086811681958,-0.37264601733848807
102886,2022-09-20,121.2258,-0.01399231045149052,-0.0004820212533738445,0.012889738601949786,-0.5936388948408626
102886,2022-09-21,120.6125,-0.005059154074462779,-0.0004467619448457342,0.012872628224865321,-0.5509462313342314
102886,2022-09-22,120.6228,8.539745051305836e-05,-0.00046503235668217743,0.012870671138334025,-0.5735644804324873
102886,2022-09-23,122.6899,0.017136892859393127,-2.3502180829778248e-05,0.012784080149421928,-0.029183605711080245
102886,2022-09-26,121.0798,-0.013123329630230218,-0.0001732554613975812,0.01285832701134913,-0.2138960365857061
102886,2022-09-27,121.4908,0.0033944555574092483,-0.00037140723369809064,0.0126607112242006,-0.4656852959179507
102886,2022-09-28,121.1696,-0.0026438215897828243,-0.00041549277683765226,0.012661649666980137,-0.5209229071893624
102886,2022-09-29,120.921,-0.00205166972573978,-0.0003431661287061985,0.012633156841744556,-0.43121394579884215
102886,2022-09-30,123.2527,0.019282837555097965,-0.00013368925038909445,0.01280130572661444,-0.16578395222144307
102886,2022-10-03,123.4558,0.0016478340839591876,-0.0001143277540452761,0.012802683043261284,-0.141759100401492
102886,2022-10-04,122.1957,-0.010206891859272704,-0.0005307817136174342,0.012507977648853844,-0.6736419527361978
102886,2022-10-05,123.5858,0.011376014049594207,-0.0003676757109684724,0.01256698693036521,-0.4644447390922072
102886,2022-10-06,124.8818,0.010486641669188446,-9.966720850158101e-05,0.01253805366438199,-0.12618927368877403
102886,2022-10-07,123.4775,-0.011245033303491692,-0.00023497064132901684,0.012592379954664265,-0.2962143222787669
102886,2022-10-10,121.8092,-0.013510963535866893,-0.00041864131799979303,0.012664725791271357,-0.5247428965546855
102886,2022-10-11,122.4918,0.005603846014915037,-0.0004389537825347875,0.012653454038320574,-0.5506935302191923
102886,2022-10-12,122.5261,0.0002800187441118762,-0.0005443715921800707,0.012606901800553497,-0.6854682664317286
102886,2022-10-13,121.9201,-0.004945884999196015,-0.0008701332679824622,0.012331601545502655,-1.1201251805310468
102886,2022-10-14,123.5546,0.013406321024999057,-0.0006496804939546814,0.012408120356785984,-0.8311781168597203
102886,2022-10-17,122.7646,-0.006393934341578422,-0.000637235286748498,0.012401718216233922,-0.8156770211878477
102886,2022-10-18,123.4689,0.00573699584407894,-0.00033696580330111345,0.012221975763527767,-0.43766788600332923
102886,2022-10-19,125.3015,0.014842604088964872,-0.00026794571137797536,0.012290535046223017,-0.3460798319225015
102886,2022-10-20,124.8782,-0.0033782516570033394,-0.00019552149162716464,0.012252305261178357,-0.2533243655557391
102886,2022-10-21,122.2565,-0.020994056608759637,-0.0005555922874456954,0.012382825275992175,-0.7122570125139925
102886,2022-10-24,121.7502,-0.0041412931009803255,-0.0005438744210114995,0.012378883173962182,-0.6974570042662879
102886,2022-10-25,122.1087,0.0029445536845114084,-0.0007507320302627043,0.012158933706118683,-0.9801436382498905
102886,2022-10-26,123.6668,0.012759942575754302,-0.00042730843182274824,0.012126474973574296,-0.5593802879341244
102886,2022-10-27,122.9807,-0.005547972455016148,-0.0006334210383367197,0.012053076107057296,-0.8342473876792408
102886,2022-10-28,125.6281,0.02152695504253921,-0.0005226617165252005,0.012211135872169402,-0.6794615683008436
102886,2022-10-31,123.7737,-0.014761028782573349,-0.0007644661300982255,0.012275769281787825,-0.9885754055214473
102886,2022-11-01,124.1008,0.002642726201123491,-0.0005949066943022589,0.012215451448937958,-0.7731069979643602
102886,2022-11-02,123.8296,-0.002185320320255868,-0.0006975959384472424,0.012189223786439548,-0.9085067602713566
102886,2022-11-03,125.9272,0.01693940705614816,-0.0005337817103793428,0.012326842818999121,-0.6874040729464483
102886,2022-11-04,123.8091,-0.016820035703168146,-0.00048724822260752564,0.012256388078116352,-0.6310852506764992
102886,2022-11-07,124.5254,0.0057855198042793266,-0.0006397766593085121,0.012088966098512064,-0.8401164771381201
102886,2022-11-08,124.2457,-0.002246128099166911,-0.0006263386041690373,0.012086472861364854,-0.8226400880513618
102886,2022-11-09,126.626,0.019158007077910932,-0.0006198427789919019,0.012097060079437364,-0.8133959000299608
102886,2022-11-10,125.4611,-0.009199532481480865,-0.0007205593133385967,0.012130665881302618,-0.9429428359265027
102886,2022-11-11,126.1714,0.0056615158005151045,-0.0007966493544646106,0.012068062619339534,-1.0479243307815334
102886,2022-11-14,124.9962,-0.009314313703422505,-0.0007938419199984528,0.012066028640650154,-1.044407416805585
102886,2022-11-15,125.3624,0.0029296890625474248,-0.0007973613582015032,0.012064883064614496,-1.0491373256859382
102886,2022-11-16,124.8937,-0.003738760585311085,-0.0008655721564160267,0.012063955746203033,-1.1389740061237288
102886,2022-11-17,124.403,-0.0039289411715722755,-0.0008737426155524124,0.012065799015078838,-1.1495495662119786
102886,2022-11-18,121.5607,-0.022847519754346846,-0.0010200303375919805,0.012252160601725329,-1.3216019724535473
102886,2022-11-21,122.2478,0.0056523201988800675,-0.0005639974766277805,0.011710332904697031,-0.7645540440408225
102886,2022-11-22,120.756,-0.01220308259126135,-0.0005951079642294083,0.011737766563365561,-0.8048418758807617
102886,2022-11-23,119.2332,-0.012610553512868994,-0.0008363363469961052,0.011759351134335549,-1.1290102462006009
102886,2022-11-24,117.1132,-0.017780282672946734,-0.0008572556465405384,0.011788084864095012,-1.1544293802942232
102886,2022-11-25,115.7202,-0.011894474747509265,-0.000839923441495675,0.011770488654727303,-1.1327797570945706
102886,2022-11-28,116.4941,0.006687682876455492,-0.0005837989269032204,0.011679344392125512,-0.7934966506991744
102886,2022-11-29,117.2039,0.006093012435822942,-0.0005514300662265313,0.011693920117576629,-0.7485668480767534
102886,2022-11-30,118.2184,0.00865585530856916,-0.00034449426058996577,0.011690192137709412,-0.46780042494086077
102886,2022-12-01,116.853,-0.011549809505119413,-0.0006439116667700744,0.011627391502305642,-0.8791121222135974
102886,2022-12-02,117.2328,0.00325023747785691,-0.0007134899267536879,0.011584591276397547,-0.9777040194690255
102886,2022-12-05,116.451,-0.006668782115585414,-0.0008217528949248062,0.011594314783043692,-1.1251137336540447
102886,2022-12-06,117.8688,0.012175077929773126,-0.0007344868291291613,0.011662812795066873,-0.9997259796282325
102886,2022-12-07,118.5513,0.005790336374002392,-0.0005765811959406459,0.011653774590951614,-0.7854058493355085
102886,2022-12-08,117.7028,-0.007157239102397073,-0.0005625742577200265,0.011644998361859251,-0.7669034552082004
102886,2022-12-09,119.2583,0.013215488501548078,-0.0005182585410855022,0.011690173478543123,-0.7037619503581252
102886,2022-12-12,120.0657,0.006770178679387451,-0.0005727518733066638,0.011644038192573668,-0.7808420041162033
102886,2022-12-13,118.1686,-0.015800515884220157,-0.0008496526151454797,0.01170708355620528,-1.152107359452006
102886,2022-12-14,115.9062,-0.01914552596882757,-0.001007433424166747,0.01185762504752716,-1.348711040591717
102886,2022-12-15,114.1285,-0.015337402140696454,-0.001133390847506847,0.011949636106580912,-1.505654378423332
102886,2022-12-16,116.4822,0.020623244851198486,-0.0007884414315430558,0.012125286299667906,-1.0322329220019237
102886,2022-12-19,115.1527,-0.011413761072507356,-0.0010254682955416624,0.012122134851943654,-1.342899144674753
102886,2022-12-20,117.8472,0.023399364496012653,-0.0005149818690557701,0.012173032181634588,-0.6715733277783085
102886,2022-12-21,116.4299,-0.012026590364471956,-0.00036661333082352125,0.011945823500353125,-0.4871833410152503
102886,2022-12-22,114.883,-0.013286106060384939,-0.00025810927477973864,0.011780669349419145,-0.3478034729054312
102886,2022-12-23,116.1777,0.011269726591401685,0.00014113276283846831,0.01155095405628278,0.193959143371856
102886,2022-12-26,117.551,0.011820685036801448,8.289052781889196e-05,0.011477657079299266,0.11464415836950159
102886,2022-12-27,118.4155,0.00735425474900242,5.190511545081088e-05,0.011453933217206894,0.07193757357444941
102886,2022-12-28,119.4582,0.008805435099290326,0.00030061839259531737,0.011397517066639124,0.4187025130239486
102886,2022-12-29,118.3974,-0.008880093622706475,0.00020853509004429652,0.011438220318397092,0.2894149470089876
102886,2022-12-30,119.6645,0.010702093120288136,0.00012317164221914794,0.011329195101952332,0.17258853658427914
102886,2023-01-02,120.0897,0.0035532676775484884,8.838999577876421e-05,0.01131362216579427,0.12402285163298511
102886,2023-01-03,119.6465,-0.003690574628798182,-0.0002450879924216529,0.010968736177318708,-0.3547036961012699
102886,2023-01-04,119.8629,0.0018086613482215519,-0.0002172935132916387,0.010970758017242689,-0.31442016865577166
102886,2023-01-05,121.4761,0.013458709909404787,1.1598191305486585e-05,0.011039353967443656,0.01667811174981731
102886,2023-01-06,122.1296,0.005379659044042251,0.00020681756221751932,0.010976326912783016,0.29910980644222435
102886,2023-01-09,119.0961,-0.02483836842174203,-7.981246074051127e-05,0.011288853221190592,-0.11223314813613719
102886,2023-01-10,120.4545,0.011405915055152871,-8.58472994790792e-05,0.01128249391762843,-0.12078744653781529
102886,2023-01-11,121.7168,0.01047947565263252,9.89428765146479e-06,0.011335650060966828,0.01385601587123117
102886,2023-01-12,121.2476,-0.0038548499467616626,7.135120912927907e-06,0.011336570394684222,0.009991252126217256
102886,2023-01-13,121.4991,0.0020742678617968746,-0.0001457954303821871,0.011212772624496005,-0.2064102059315072
102886,2023-01-16,121.7452,0.0020255294072137886,-0.000201393518987293,0.01118917597655421,-0.2857246152980605
102886,2023-01-17,118.975,-0.022754079832305485,-0.00044663187485503636,0.011438929666749626,-0.6198185859447053
102886,2023-01-18,118.4843,-0.004124395881487608,-0.0003984093076337156,0.01141387022567243,-0.5541110563749057
102886,2023-01-19,118.0503,-0.0036629325573094285,-0.0004127982438986599,0.011417196795468236,-0.5739560320622024
102886,2023-01-20,117.9057,-0.0012249015885601455,-0.0004969880872600764,0.011394665944328619,-0.6923802188898512
102886,2023-01-23,117.245,-0.005603630698091666,-0.00046339384356522466,0.011374866819098457,-0.6467020081994022
102886,2023-01-24,118.2587,0.008645997697130037,-0.00021185708635832961,0.011322519586783403,-0.2970299108928876
102886,2023-01-25,117.198,-0.00896931895919717,-0.0002553033628553784,0.011348799867175954,-0.3571139934967771
102886,2023-01-26,118.5615,0.011634157579480942,-0.00012698380586684637,0.011417776044552,-0.1765497428983926
102886,2023-01-27,119.5191,0.008076820890424052,-0.00022765127218872498,0.011303220278939959,-0.3197187900413068
102886,2023-01-30,121.5631,0.01710186907364597,0.00010818426896545491,0.01136461651090133,0.15111570434991253
102886,2023-01-31,124.1958,0.021657065343019477,0.00031110215547223524,0.011584860392310277,0.42629720575417784
102886,2023-02-01,126.8957,0.021739060419112333,0.0005820230666821815,0.011798124077664804,0.7831185440706119
102886,2023-02-02,125.1921,-0.013425198805002925,0.00045565052135703533,0.011887226999639063,0.6084873945643899
102886,2023-02-03,125.7937,0.004805415038169336,0.0002947902711689395,0.011726459751437034,0.3990676280650154
102886,2023-02-06,124.8018,-0.007885132562282515,0.00018886841954403167,0.01175711501024514,0.2550109622259619
102886,2023-02-07,129.8868,0.04074460464512519,0.000754996158481786,0.01245680126620086,0.9621404565095704
102886,2023-02-08,130.9332,0.008056245900276204,0.000718109845711586,0.012429883651576075,0.9171156154171625
102886,2023-02-09,133.2616,0.017783113832091413,0.0007991817586327301,0.01251779734536014,1.0134863797576288
102886,2023-02-10,134.0482,0.005902675639494204,0.0009897118579992401,0.012462795267107927,1.26064725758043
102886,2023-02-13,129.9735,-0.030397275010033753,0.0008020861749529416,0.012805940385279144,0.994282568146878
102886,2023-02-14,128.8472,-0.008665612605646689,0.0006435366347244781,0.012834125735010691,0.7959893475544001
102886,2023-02-15,127.8804,-0.0075034614644322595,0.0005570535212962098,0.012862795410688238,0.6874827923071516
102886,2023-02-16,127.3706,-0.003986537420902603,0.0005677129388328033,0.012858580694030742,0.7008676717746141
102886,2023-02-17,128.0063,0.004990947675523438,0.0004742087905052964,0.012794610851994539,0.5883595259181287
102886,2023-02-20,128.8636,0.006697326615955568,0.0006196672455890074,0.012790066159660817,0.7691056826328619
102886,2023-02-21,124.9586,-0.03030335952123009,0.00021921885264112933,0.013186113631625203,0.26391334838536096
102886,2023-02-22,124.6888,-0.0021591150989207497,3.0310861664622428e-05,0.013095736962606408,0.03674249210303835
102886,2023-02-23,124.0495,-0.005127164588960675,1.0878495753985362e-05,0.013102147665065927,0.013180340417132307
102886,2023-02-24,126.2021,0.017352750313383014,0.00043695412822223706,0.013034738769095474,0.5321496555159392
102886,2023-02-27,127.1856,0.007793055741544652,0.0005695580042502923,0.013048338073878972,0.6929198927589894
102886,2023-02-28,126.9929,-0.001515108628649675,0.0005200062007707247,0.013047685447941541,0.632667192786096
